year,ac_no,constituency,constituency_kn,clean_constituency,slug,category,category_kn,winner,winner_kn,winner_party,winner_party_kn,winner_votes,vote_share,runner_up,runner_up_kn,runner_up_party,runner_up_party_kn,runner_up_votes,margin,color
1985,104,Malavalli,ಮಳವಳ್ಳಿ,malavalli,malavalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. Somashekar,ಬಿ. Somashekar,JNP,ಜನತಾ ಪಕ್ಷ (JNP),43497,58.3,H. D. Amaranathan,ಎಚ್. ಡಿ. Amaranathan,INC,ಕಾಂಗ್ರೆಸ್ (INC),28951,14546,#ff7f0e
1985,105,Mandya,ಮಂಡ್ಯ,mandya,mandya_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S. D. Jayaram,ಎಸ್. ಡಿ. Jayaram,JNP,ಜನತಾ ಪಕ್ಷ (JNP),37672,51.9,M. D. Ramesh Raju,ಎಂ. ಡಿ. ರಮೇಶ್ ರಾಜು,INC,ಕಾಂಗ್ರೆಸ್ (INC),33668,4004,#ff7f0e
1985,106,Keragodu,Keragodu,keragodu,keragodu_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. D. Chowdaiah,ಎಚ್. ಡಿ. Chowdaiah,INC,ಕಾಂಗ್ರೆಸ್ (INC),35837,52.1,G. B. Shivakumar,ಜಿ. ಬಿ. ಶಿವಕುಮಾರ್,JNP,ಜನತಾ ಪಕ್ಷ (JNP),32101,3736,#1f77b4
1985,107,Srirangapatna,ಶ್ರೀರಂಗಪಟ್ಟಣ,srirangapatna,srirangapatna_assembly_constituency,nan,ಸಾಮಾನ್ಯ,A. S. Bandisiddegowda,ಎ. ಎಸ್. Bandisiddegowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),39163,52.0,A. C. Srikantaiah,ಎ. ಸಿ. Srikantaiah,INC,ಕಾಂಗ್ರೆಸ್ (INC),33416,5747,#ff7f0e
1985,108,Pandavapura,Pandavapura,pandavapura,pandavapura_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. Kempegowda,ಕೆ. Kempegowda,IND,ಪಕ್ಷೇತರ (IND),27780,36.8,K. M. Kengegowda,ಕೆ. ಎಂ. Kengegowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),27300,480,#7f7f7f
1985,109,Krishnarajapete,Krishnarajapete,krishnarajapete,krishnarajapete_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Krishna,Krishna,JNP,ಜನತಾ ಪಕ್ಷ (JNP),43817,61.5,M. Puttaswamy Gowda,ಎಂ. Puttaswamy ಗೌಡ,INC,ಕಾಂಗ್ರೆಸ್ (INC),27482,16335,#ff7f0e
1985,110,Hanur,ಹನೂರು,hanur,hanur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,G. Rajugowda,ಜಿ. Rajugowda,IND,ಪಕ್ಷೇತರ (IND),36975,46.6,H. Nagappa,ಎಚ್. Nagappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33213,3762,#7f7f7f
1985,111,Kollegal,ಕೊಳ್ಳೇಗಾಲ,kollegal,kollegal_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. Basavaiah,ಬಿ. Basavaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),27149,46.5,M. Siddamadaiah,ಎಂ. Siddamadaiah,INC,ಕಾಂಗ್ರೆಸ್ (INC),26037,1112,#ff7f0e
1985,112,Bannur,Bannur,bannur,bannur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. J. Ramaswamy,ಕೆ. ಜೆ. Ramaswamy,JNP,ಜನತಾ ಪಕ್ಷ (JNP),35656,50.7,K. M. Chikkamadanaika,ಕೆ. ಎಂ. Chikkamadanaika,INC,ಕಾಂಗ್ರೆಸ್ (INC),28114,7542,#ff7f0e
1985,113,T.Narasipur,ಟಿ. Narasipur,tnarasipur,tnarasipur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),H. C. Mahadevappa,ಎಚ್. ಸಿ. ಮಹಾದೇವಪ್ಪ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33954,55.3,Pottabasavaiah,Pottabasavaiah,INC,ಕಾಂಗ್ರೆಸ್ (INC),24728,9226,#ff7f0e
1985,114,Krishnaraja,Krishnaraja,krishnaraja,krishnaraja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vedant Hemmige,Vedant Hemmige,JNP,ಜನತಾ ಪಕ್ಷ (JNP),20657,48.4,Srikanta Sharma,Srikanta Sharma,INC,ಕಾಂಗ್ರೆಸ್ (INC),13965,6692,#ff7f0e
1985,115,Chamaraja,ಚಾಮರಾಜ,chamaraja,chamaraja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. Kempere Gowda,ಕೆ. Kempere ಗೌಡ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),32077,61.4,K. Harsha Kumar,ಕೆ. Harsha ಕುಮಾರ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),16265,15812,#ff7f0e
1985,116,Narasimharaja,ನರಸಿಂಹರಾಜ,narasimharaja,narasimharaja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mukthar Unnisa,Mukthar Unnisa,INC,ಕಾಂಗ್ರೆಸ್ (INC),15552,29.6,Muruthi Rao Pawar,Muruthi ರಾವ್ Pawar,BJP,ಬಿಜೆಪಿ (BJP),11388,4164,#1f77b4
1985,117,Chamundeswari,Chamundeswari,chamundeswari,chamundeswari_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Siddabamaiah,Siddabamaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33725,43.5,K. Ranganika,ಕೆ. Ranganika,INC,ಕಾಂಗ್ರೆಸ್ (INC),25454,8271,#ff7f0e
1985,118,Nanjangud,ನಂಜನಗೂಡು,nanjangud,nanjangud_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),D. T. Jaya Kumar,ಡಿ. ಟಿ. Jaya ಕುಮಾರ್,JNP,ಜನತಾ ಪಕ್ಷ (JNP),29644,49.5,M. Linganna,ಎಂ. Linganna,INC,ಕಾಂಗ್ರೆಸ್ (INC),25382,4262,#ff7f0e
1985,119,Santhemarahalli,Santhemarahalli,santhemarahalli,santhemarahalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. Rachaiah,ಬಿ. Rachaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),31519,51.7,M. Shivanna,ಎಂ. ಶಿವಣ್ಣ,INC,ಕಾಂಗ್ರೆಸ್ (INC),26149,5370,#ff7f0e
1985,120,Chamarajanagar,ಚಾಮರಾಜನಗರ,chamarajanagar,chamarajanagar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S. Puttaswamy,ಎಸ್. Puttaswamy,INC,ಕಾಂಗ್ರೆಸ್ (INC),33335,40.7,M. C. Parashivappa,ಎಂ. ಸಿ. Parashivappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),25625,7710,#1f77b4
1985,121,Gundlupet,ಗುಂಡ್ಲುಪೇಟೆ,gundlupet,gundlupet_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. S. Nagarathnamma,ಕೆ. ಎಸ್. Nagarathnamma,INC,ಕಾಂಗ್ರೆಸ್ (INC),40857,60.8,H. S. Mahadevaprasad,ಎಚ್. ಎಸ್. Mahadevaprasad,JNP,ಜನತಾ ಪಕ್ಷ (JNP),21717,19140,#1f77b4
1985,122,Heggadadevanakote,Heggadadevanakote,heggadadevanakote,heggadadevanakote_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),M. Shivanna,ಎಂ. ಶಿವಣ್ಣ,INC,ಕಾಂಗ್ರೆಸ್ (INC),26286,39.3,H. B. Chaluvaiah,ಎಚ್. ಬಿ. Chaluvaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),24601,1685,#1f77b4
1985,123,Hunasuru,Hunasuru,hunasuru,hunasuru_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. L. Thimmegowda,ಎಚ್. ಎಲ್. Thimmegowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33516,44.3,Chandraprabha Urs,Chandraprabha Urs,INC,ಕಾಂಗ್ರೆಸ್ (INC),31116,2400,#ff7f0e
1985,124,Krishnarajanagara,Krishnarajanagara,krishnarajanagara,krishnarajanagara_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S. Nanjappa,ಎಸ್. Nanjappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33170,50.5,H. Vishwanath,ಎಚ್. Vishwanath,INC,ಕಾಂಗ್ರೆಸ್ (INC),30366,2804,#ff7f0e
1985,125,Periyapatna,ಪಿರಿಯಾಪಟ್ಟಣ,periyapatna,periyapatna_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. Venkatesh,ಕೆ. Venkatesh,JNP,ಜನತಾ ಪಕ್ಷ (JNP),31764,39.8,L. Anand,ಎಲ್. ಆನಂದ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),21951,9813,#ff7f0e
1985,126,Virajpet,ವಿರಾಜಪೇಟೆ,virajpet,virajpet_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Suma Vasantha,Suma Vasantha,INC,ಕಾಂಗ್ರೆಸ್ (INC),26716,54.9,H. D. Rajan,ಎಚ್. ಡಿ. Rajan,JNP,ಜನತಾ ಪಕ್ಷ (JNP),18496,8220,#1f77b4
1985,127,Madikere,Madikere,madikere,madikere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D. A. Chinnappa,ಡಿ. ಎ. Chinnappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),28645,46.9,Ajjikuttira N. Somaiah,Ajjikuttira ಎನ್. Somaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),23523,5122,#1f77b4
1985,128,Somwarpet,Somwarpet,somwarpet,somwarpet_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. A. Jivijaya,ಬಿ. ಎ. Jivijaya,JNP,ಜನತಾ ಪಕ್ಷ (JNP),38248,50.1,A. M. Belliappa,ಎ. ಎಂ. Belliappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),32209,6039,#ff7f0e
1985,129,Belur,ಬೇಲೂರು,belur,belur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kumaraswamy H. K.,Kumaraswamy ಎಚ್. ಕೆ.,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33382,58.8,H. K. Naraswmahaswamy,ಎಚ್. ಕೆ. Naraswmahaswamy,INC,ಕಾಂಗ್ರೆಸ್ (INC),21669,11713,#ff7f0e
1985,130,Arsikere,ಅರಸೀಕೆರೆ,arsikere,arsikere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D. B. Gangadharappa,ಡಿ. ಬಿ. Gangadharappa,IND,ಪಕ್ಷೇತರ (IND),35356,48.7,G. S. Basavaraju,ಜಿ. ಎಸ್. Basavaraju,IND,ಪಕ್ಷೇತರ (IND),30148,5208,#7f7f7f
1985,131,Gandsi,Gandsi,gandsi,gandsi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,E. Nanjegowda,ಇ. Nanjegowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),40581,64.0,Jayalakshmi Rajannagowda,Jayalakshmi Rajannagowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),21566,19015,#ff7f0e
1985,132,Sravanabelagola,Sravanabelagola,sravanabelagola,sravanabelagola_assembly_constituency,nan,ಸಾಮಾನ್ಯ,N. Gangadhar,ಎನ್. Gangadhar,JNP,ಜನತಾ ಪಕ್ಷ (JNP),44522,51.4,N. B. Nanjappa,ಎನ್. ಬಿ. Nanjappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),39155,5367,#ff7f0e
1985,133,Holenarasipur,ಹೊಳೆನರಸೀಪುರ,holenarasipur,holenarasipur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. D. Deve Gowda,ಎಚ್. ಡಿ. Deve ಗೌಡ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),41230,49.3,G. Puttaswamy Gowda,ಜಿ. Puttaswamy ಗೌಡ,IND,ಪಕ್ಷೇತರ (IND),38063,3167,#ff7f0e
1985,134,Arkalgud,ಅರಕಲಗೂಡು,arkalgud,arkalgud_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. B. Mallappa,ಕೆ. ಬಿ. Mallappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),38779,57.5,G. T. Krishna Murthy,ಜಿ. ಟಿ. Krishna Murthy,INC,ಕಾಂಗ್ರೆಸ್ (INC),24738,14041,#ff7f0e
1985,135,Hassan,ಹಾಸನ,hassan,hassan_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. V. Karigowda,ಬಿ. ವಿ. Karigowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),43650,54.0,G. L. Nallure Gowda,ಜಿ. ಎಲ್. Nallure ಗೌಡ,INC,ಕಾಂಗ್ರೆಸ್ (INC),32769,10881,#ff7f0e
1985,136,Sakleshpur,ಸಕಲೇಶಪುರ,sakleshpur,sakleshpur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. D. Basavaraju,ಬಿ. ಡಿ. Basavaraju,JNP,ಜನತಾ ಪಕ್ಷ (JNP),46511,59.8,H. B. Yajaman,ಎಚ್. ಬಿ. Yajaman,INC,ಕಾಂಗ್ರೆಸ್ (INC),26997,19514,#ff7f0e
1985,137,Sullia,ಸುಳ್ಯ,sullia,sullia_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Kushala,Kushala,INC,ಕಾಂಗ್ರೆಸ್ (INC),25542,40.7,Bakilahukrappa,Bakilahukrappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),24749,793,#1f77b4
1985,138,Puttur,ಪುತ್ತೂರು,puttur,puttur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vinaya Kumar Sorake,Vinaya ಕುಮಾರ್ Sorake,INC,ಕಾಂಗ್ರೆಸ್ (INC),37426,51.5,"K. Rama Bhat, Urimajade",ಕೆ. Rama Bhat Urimajade,BJP,ಬಿಜೆಪಿ (BJP),16603,20823,#1f77b4
1985,139,Vittal,Vittal,vittal,vittal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. A. Ummarabba,ಬಿ. ಎ. Ummarabba,INC,ಕಾಂಗ್ರೆಸ್ (INC),31017,45.4,A. Rukmayya Poojary,ಎ. Rukmayya ಪೂಜಾರಿ,BJP,ಬಿಜೆಪಿ (BJP),23478,7539,#1f77b4
1985,140,Belthangady,ಬೆಳ್ತಂಗಡಿ,belthangady,belthangady_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. Vasantha Bangera,ಕೆ. Vasantha Bangera,BJP,ಬಿಜೆಪಿ (BJP),33378,51.1,Lokeshwari Vinayachandra,Lokeshwari Vinayachandra,INC,ಕಾಂಗ್ರೆಸ್ (INC),27048,6330,#ff7f0e
1985,141,Bantwal,Bantwal,bantwal,bantwal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ramanath Rai,Ramanath Rai,INC,ಕಾಂಗ್ರೆಸ್ (INC),26344,50.0,N. Shiva Rao,ಎನ್. Shiva ರಾವ್,BJP,ಬಿಜೆಪಿ (BJP),18328,8016,#1f77b4
1985,142,Mangalore,ಮಂಗಳೂರು,mangalore,mangalore_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Blasius M. D. Souza,Blasius ಎಂ. ಡಿ. Souza,INC,ಕಾಂಗ್ರೆಸ್ (INC),24494,44.4,Judith Mascarenhas,Judith Mascarenhas,JNP,ಜನತಾ ಪಕ್ಷ (JNP),15725,8769,#1f77b4
1985,143,Ullal,Ullal,ullal,ullal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. M. Iddinabha,ಬಿ. ಎಂ. Iddinabha,INC,ಕಾಂಗ್ರೆಸ್ (INC),26184,45.8,P. Ramachandra Rao,ಪಿ. Ramachandra ರಾವ್,CPM,ಸಿಪಿಎಂ (CPM),17157,9027,#1f77b4
1985,144,Surathkal,Surathkal,surathkal,surathkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,N. M. Adyanthaya,ಎನ್. ಎಂ. Adyanthaya,INC,ಕಾಂಗ್ರೆಸ್ (INC),31846,54.6,Lokayya Shetty,Lokayya Shetty,JNP,ಜನತಾ ಪಕ್ಷ (JNP),25745,6101,#1f77b4
1985,145,Kaup,ಕಾಪು,kaup,kaup_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vasantha V. Salian,Vasantha ವಿ. Salian,INC,ಕಾಂಗ್ರೆಸ್ (INC),27356,57.4,Bhaskar Shetty,Bhaskar Shetty,IND,ಪಕ್ಷೇತರ (IND),8494,18862,#1f77b4
1985,146,Udupi,ಉಡುಪಿ,udupi,udupi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M. Manorama Madhwaraj,ಎಂ. Manorama Madhwaraj,INC,ಕಾಂಗ್ರೆಸ್ (INC),38162,62.9,V. S. Acharya,ವಿ. ಎಸ್. Acharya,BJP,ಬಿಜೆಪಿ (BJP),22221,15941,#1f77b4
1985,147,Brahmavar,Brahmavar,brahmavar,brahmavar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj,ಬಸವರಾಜ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),34354,53.5,Jayaprakash Hegde,Jayaprakash ಹೆಗಡೆ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),26776,7578,#1f77b4
1985,148,Coondapur,Coondapur,coondapur,coondapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Pratapchandra Shetty,Pratapchandra Shetty,INC,ಕಾಂಗ್ರೆಸ್ (INC),38296,56.1,Appanna Hegde,Appanna ಹೆಗಡೆ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),29638,8658,#1f77b4
1985,149,Baindur,Baindur,baindur,baindur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,G. S. Achar,ಜಿ. ಎಸ್. Achar,INC,ಕಾಂಗ್ರೆಸ್ (INC),28393,48.8,Mani Gopal,Mani Gopal,JNP,ಜನತಾ ಪಕ್ಷ (JNP),27979,414,#1f77b4
1985,150,Karkala,ಕಾರ್ಕಳ,karkala,karkala_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M. Veerappa Moily,ಎಂ. Veerappa Moily,INC,ಕಾಂಗ್ರೆಸ್ (INC),33330,53.2,M. K. Vijaya Kumar,ಎಂ. ಕೆ. Vijaya ಕುಮಾರ್,BJP,ಬಿಜೆಪಿ (BJP),28178,5152,#1f77b4
1985,151,Moodabidri,ಮೂಡಬಿದಿರೆ,moodabidri,moodabidri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Amarnath Shetty K.,Amarnath Shetty ಕೆ.,JNP,ಜನತಾ ಪಕ್ಷ (JNP),28683,50.7,K. Somappa Suvarna,ಕೆ. Somappa Suvarna,INC,ಕಾಂಗ್ರೆಸ್ (INC),27075,1608,#ff7f0e
1985,152,Sringeri,ಶೃಂಗೇರಿ,sringeri,sringeri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. G. Govindegowda,ಎಚ್. ಜಿ. Govindegowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),30529,46.3,U. K. Shamanna,ಯು. ಕೆ. Shamanna,INC,ಕಾಂಗ್ರೆಸ್ (INC),30446,83,#ff7f0e
1985,153,Mudigere,ಮೂಡಿಗೆರೆ,mudigere,mudigere_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. B. Ningaiah,ಬಿ. ಬಿ. Ningaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),28600,49.1,Motamma,Motamma,INC,ಕಾಂಗ್ರೆಸ್ (INC),28567,33,#ff7f0e
1985,154,Chikmagalur,ಚಿಕ್ಕಮಗಳೂರು,chikmagalur,chikmagalur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. Shankara,ಬಿ. Shankara,IND,ಪಕ್ಷೇತರ (IND),26288,42.4,C. R. sageer Ahamed,ಸಿ. ಆರ್. Sageer Ahamed,INC,ಕಾಂಗ್ರೆಸ್ (INC),22938,3350,#7f7f7f
1985,155,Birur,Birur,birur,birur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S. R. Lakshmaiah,ಎಸ್. ಆರ್. Lakshmaiah,JNP,ಜನತಾ ಪಕ್ಷ (JNP),31405,51.2,K. S. Mallikarjuna,ಕೆ. ಎಸ್. Mallikarjuna,INC,ಕಾಂಗ್ರೆಸ್ (INC),28614,2791,#ff7f0e
1985,156,Kadur,ಕಡೂರು,kadur,kadur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,P. B. Onkaramurthy,ಪಿ. ಬಿ. Onkaramurthy,IND,ಪಕ್ಷೇತರ (IND),25745,40.3,K. M. Krishnamurthy,ಕೆ. ಎಂ. Krishnamurthy,JNP,ಜನತಾ ಪಕ್ಷ (JNP),25622,123,#7f7f7f
1985,157,Tarikere,ತಾರೀಕೆರೆ,tarikere,tarikere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. R. Neelakantappa,ಬಿ. ಆರ್. Neelakantappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),40137,54.1,S. M. Nagrajappa,ಎಸ್. ಎಂ. Nagrajappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),33367,6770,#ff7f0e
1985,158,Channagiri,ಚನ್ನಗಿರಿ,channagiri,channagiri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,J. H. Patel,ಜೆ. ಎಚ್. Patel,JNP,ಜನತಾ ಪಕ್ಷ (JNP),35204,49.8,N. G. Halappa,ಎನ್. ಜಿ. Halappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),32224,2980,#ff7f0e
1985,159,Holehonnur,Holehonnur,holehonnur,holehonnur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Basvannappa,Basvannappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),33036,50.0,Kariyanna,Kariyanna,INC,ಕಾಂಗ್ರೆಸ್ (INC),30388,2648,#ff7f0e
1985,160,Bhadravathi,Bhadravathi,bhadravathi,bhadravathi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Salera S. Siddappa,Salera ಎಸ್. Siddappa,IND,ಪಕ್ಷೇತರ (IND),31540,42.9,S. Isamiya,ಎಸ್. Isamiya,INC,ಕಾಂಗ್ರೆಸ್ (INC),29450,2090,#7f7f7f
1985,161,Honnali,ಹೊನ್ನಾಳಿ,honnali,honnali_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D. G. Basawana,ಡಿ. ಜಿ. Basawana,JNP,ಜನತಾ ಪಕ್ಷ (JNP),54076,59.9,H. B. Krishna Murthy,ಎಚ್. ಬಿ. Krishna Murthy,INC,ಕಾಂಗ್ರೆಸ್ (INC),34399,19677,#ff7f0e
1985,162,Shimoga,ಶಿವಮೊಗ್ಗ,shimoga,shimoga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. H. Srinivassa,ಕೆ. ಎಚ್. Srinivassa,INC,ಕಾಂಗ್ರೆಸ್ (INC),31472,40.0,G. Madappa,ಜಿ. Madappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),21650,9822,#1f77b4
1985,163,Tirthahalli,ತೀರ್ಥಹಳ್ಳಿ,tirthahalli,tirthahalli_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patamakki Rathnakara,Patamakki Rathnakara,INC,ಕಾಂಗ್ರೆಸ್ (INC),29322,42.8,D. B. Chandregowda,ಡಿ. ಬಿ. Chandregowda,JNP,ಜನತಾ ಪಕ್ಷ (JNP),29248,74,#1f77b4
1985,164,Hosanagar,Hosanagar,hosanagar,hosanagar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. Swamyrao,ಬಿ. Swamyrao,INC,ಕಾಂಗ್ರೆಸ್ (INC),35155,50.0,G. Nanjundappa,ಜಿ. Nanjundappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),32694,2461,#1f77b4
1985,165,Sagar,ಸಾಗರ,sagar,sagar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. Dharmappa,ಬಿ. Dharmappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),30558,49.7,L. T Thimmappa,ಎಲ್. ಟಿ. Thimmappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),29008,1550,#ff7f0e
1985,166,Sorab,ಸೊರಬ,sorab,sorab_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S. Bangarappa,ಎಸ್. Bangarappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),38102,64.8,Prapulla Madhukar,Prapulla Madhukar,JNP,ಜನತಾ ಪಕ್ಷ (JNP),17491,20611,#1f77b4
1985,167,Shikaripura,ಶಿಕಾರಿಪುರ,shikaripura,shikaripura_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B S Yeddyurappa,ಬಿ. ಎಸ್. Yeddyurappa,BJP,ಬಿಜೆಪಿ (BJP),39077,53.5,Mahadevana Gowdaru M. Patil,Mahadevana Gowdaru ಎಂ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),27522,11555,#ff7f0e
1985,168,Sirsi,ಶಿರಸಿ,sirsi,sirsi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kannade Gopal Mukund,Kannade Gopal Mukund,INC,ಕಾಂಗ್ರೆಸ್ (INC),32414,46.2,Jaiwant Premanand Subraya,Jaiwant Premanand Subraya,JNP,ಜನತಾ ಪಕ್ಷ (JNP),30955,1459,#1f77b4
1985,169,Bhatkal,ಭಟ್ಕಳ,bhatkal,bhatkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Rama Narayan naik,Rama Narayan ನಾಯಕ್,JNP,ಜನತಾ ಪಕ್ಷ (JNP),24621,43.1,Gouda Shambhu narayan,Gouda Shambhu Narayan,INC,ಕಾಂಗ್ರೆಸ್ (INC),13890,10731,#ff7f0e
1985,170,Kumta,ಕುಮಟಾ,kumta,kumta_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gouda Narayan Holiyappa,Gouda Narayan Holiyappa,JNP,ಜನತಾ ಪಕ್ಷ (JNP),30959,47.8,Nayak Honnappa Lakshman,Nayak Honnappa Lakshman,INC,ಕಾಂಗ್ರೆಸ್ (INC),22706,8253,#ff7f0e
1985,171,Ankola,Ankola,ankola,ankola_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ajjibal G. S. Hegde,Ajjibal ಜಿ. ಎಸ್. ಹೆಗಡೆ,JNP,ಜನತಾ ಪಕ್ಷ (JNP),31365,54.2,Hegde Ramakrishna Narayan,ಹೆಗಡೆ Ramakrishna Narayan,INC,ಕಾಂಗ್ರೆಸ್ (INC),22179,9186,#ff7f0e
1985,172,Karwar,ಕಾರವಾರ,karwar,karwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Rane Prabhakar Sadashiv,Rane Prabhakar Sadashiv,INC,ಕಾಂಗ್ರೆಸ್ (INC),22867,45.0,Naik Mota Teku,ನಾಯಕ್ Mota Teku,JNP,ಜನತಾ ಪಕ್ಷ (JNP),18537,4330,#1f77b4
1985,173,Haliyal,ಹಳಿಯಾಳ,haliyal,haliyal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Deshpandey Raghunath Vishwanathrao,Deshpandey Raghunath Vishwanathrao,JNP,ಜನತಾ ಪಕ್ಷ (JNP),40983,52.3,Jamalpasha Ahmed Shaiah Bashasab,Jamalpasha Ahmed Shaiah Bashasab,INC,ಕಾಂಗ್ರೆಸ್ (INC),36274,4709,#ff7f0e
