year,ac_no,constituency,constituency_kn,clean_constituency,slug,category,category_kn,winner,winner_kn,winner_party,winner_party_kn,winner_votes,vote_share,runner_up,runner_up_kn,runner_up_party,runner_up_party_kn,runner_up_votes,margin,color
2013,25,Hungund,ಹುನಗುಂದ,hungund,hungund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kashappanavar Vijayanand Shivashankrappa,Kashappanavar Vijayanand Shivashankrappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),72720,53.1,Doddanagouda G Patil,Doddanagouda ಜಿ. ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),56923,15797,#1f77b4
2013,26,Muddebihal,Muddebihal,muddebihal,muddebihal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Appaji Urf Channabasavaraj Shankarao Nadagoud,Appaji Urf Channabasavaraj Shankarao Nadagoud,INC,ಕಾಂಗ್ರೆಸ್ (INC),34747,30.3,Vimalabai Jagadevrao Deshmukh,Vimalabai Jagadevrao Deshmukh,KJP,KJP,22545,12202,#1f77b4
2013,27,Devara Hippargi,Devara Hippargi,devarahippargi,devara_hippargi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Aminappagouda Sanganagouda Patil,Aminappagouda Sanganagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),36231,31.4,Somanagouda. B. Patil (Sasanur),Somanagouda ಬಿ. ಪಾಟೀಲ್ ( Sasanur ),BJP,ಬಿಜೆಪಿ (BJP),28135,8096,#1f77b4
2013,28,Basavana Bagevadi,Basavana Bagevadi,basavanabagevadi,basavana_bagevadi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shivanand S Patil,Shivanand ಎಸ್. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),56329,44.4,Bellubbi Sangappa Kallappa,Bellubbi ಸಂಗ್ಲಪ್ಪ ಕಲ್ಲಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),36653,19676,#1f77b4
2013,29,Babaleshwar,Babaleshwar,babaleshwar,babaleshwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M.B.Patil,ಎಂ. ಬಿ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),62061,46.2,Patil Vijugouda,ಪಾಟೀಲ್ Vijugouda,JD(S),ಜೆಡಿಎಸ್ (JD-S),57706,4355,#1f77b4
2013,30,Bijapur City,Bijapur City,bijapurcity,bijapur_city_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Makbul S Bagawan,Makbul ಎಸ್. Bagawan,INC,ಕಾಂಗ್ರೆಸ್ (INC),48615,40.8,Basanagouda R Patil (Yatnal),Basanagouda ಆರ್. ಪಾಟೀಲ್ ( Yatnal ),JD(S),ಜೆಡಿಎಸ್ (JD-S),39235,9380,#1f77b4
2013,31,Nagthan,Nagthan,nagthan,nagthan_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Raju Alagur,ರಾಜು Alagur,INC,ಕಾಂಗ್ರೆಸ್ (INC),45570,32.5,Devanand Phulsing Chavan,Devanand Phulsing ಚವಾಣ್,JD(S),ಜೆಡಿಎಸ್ (JD-S),44903,667,#1f77b4
2013,32,Indi,Indi,indi,indi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Yashavantarayagouda Vittalagouda Patil,Yashavantarayagouda Vittalagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),58562,42.2,Ravikant Shankreppa Patil,Ravikant Shankreppa ಪಾಟೀಲ್,KJP,KJP,25260,33302,#1f77b4
2013,33,Sindgi,Sindgi,sindgi,sindgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Bhusanur Ramesh Balappa,Bhusanur ರಮೇಶ್ ಬಾಳಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),37834,29.5,Managuli Mallappa Channaveerappa,Managuli Mallappa Channaveerappa,JD(S),ಜೆಡಿಎಸ್ (JD-S),37082,752,#ff7f0e
2013,34,Afzalpur,ಅಫ್ಜಲ್ ಪುರ,afzalpur,afzalpur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Malikayya Venkayya Guttedar,Malikayya Venkayya ಗುತ್ತೇದಾರ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),38093,29.6,M.Y.Patil,ಎಂ. ವೈ. ಪಾಟೀಲ್,KJP,KJP,32855,5238,#1f77b4
2013,35,Jevargi,Jevargi,jevargi,jevargi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ajay Dharam Singh,Ajay Dharam Singh,INC,ಕಾಂಗ್ರೆಸ್ (INC),67038,46.4,Doddappa Gouda Patil,Doddappa Gouda ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),30338,36700,#1f77b4
2013,36,Shorapur,ಶೋರಾಪುರ,shorapur,shorapur_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),Raja Venkatappa Nayak,Raja Venkatappa Nayak,INC,ಕಾಂಗ್ರೆಸ್ (INC),65033,44.5,Narasimhanayak (Rajugouda),Narasimhanayak ( Rajugouda ),JD(S),ಜೆಡಿಎಸ್ (JD-S),60958,4075,#1f77b4
2013,37,Shahapur,ಶಹಾಪುರ,shahapur,shahapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Guru Patil Shiraval,Guru ಪಾಟೀಲ್ Shiraval,KJP,KJP,54924,43.2,Sharanabasappagouda Darshanpur,Sharanabasappagouda Darshanpur,INC,ಕಾಂಗ್ರೆಸ್ (INC),49128,5796,#64748b
2013,38,Yadgir,ಯಾದಗಿರಿ,yadgir,yadgir_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr. Maalakareddy,ಡಾ. Maalakareddy,INC,ಕಾಂಗ್ರೆಸ್ (INC),40434,33.8,Veer Baswant Reddy,Veer Baswant ರೆಡ್ಡಿ,KJP,KJP,31330,9104,#1f77b4
2013,39,Gurmitkal,ಗುರಮಿಟ್ಕಲ್,gurmitkal,gurmitkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Baburao Chinchanasoor,Baburao Chinchanasoor,INC,ಕಾಂಗ್ರೆಸ್ (INC),36051,27.9,Nagana Gouda Kandakura,Nagana Gouda Kandakura,JD(S),ಜೆಡಿಎಸ್ (JD-S),34401,1650,#1f77b4
2013,40,Chittapur,Chittapur,chittapur,chittapur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Priyank Kharge,ಪ್ರಿಯಾಂಕ್ ಖರ್ಗೆ,INC,ಕಾಂಗ್ರೆಸ್ (INC),69379,56.1,Valmiki Naik,Valmiki ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),38188,31191,#1f77b4
2013,41,Sedam,ಸೇಡಂ,sedam,sedam_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr Sharanprakash Patil,ಡಾ. Sharanprakash ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),53546,39.4,Rajkumar,Rajkumar,BJP,ಬಿಜೆಪಿ (BJP),41651,11895,#1f77b4
2013,42,Chincholi,ಚಿಂಚೋಳಿ,chincholi,chincholi_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Dr Umesh G Jadav,ಡಾ. ಉಮೇಶ್ ಜಿ. Jadav,INC,ಕಾಂಗ್ರೆಸ್ (INC),58599,51.9,Sunil Vallyapur,Sunil Vallyapur,KJP,KJP,32539,26060,#1f77b4
2013,43,Gulbarga Rural,ಕಲಬುರಗಿ ಗ್ರಾಮಾಂತರ,gulbargarural,gulbarga_rural_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),G.Ramkrishna,ಜಿ. Ramkrishna,INC,ಕಾಂಗ್ರೆಸ್ (INC),40075,32.5,Revunayak Belamgi,Revunayak Belamgi,BJP,ಬಿಜೆಪಿ (BJP),32857,7218,#1f77b4
2013,44,Gulbarga Dakshin,ಕಲಬುರಗಿ ದಕ್ಷಿಣ,gulbargadakshin,gulbarga_dakshin_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dattatraya C. Patil Revoor (Appu Gouda),Dattatraya ಸಿ. ಪಾಟೀಲ್ Revoor ( Appu Gouda ),BJP,ಬಿಜೆಪಿ (BJP),36850,31.4,Shashil.G.Namoshi,Shashil ಜಿ. Namoshi,JD(S),ಜೆಡಿಎಸ್ (JD-S),26880,9970,#ff7f0e
2013,45,Gulbarga Uttar,ಕಲಬುರಗಿ ಉತ್ತರ,gulbargauttar,gulbarga_uttar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Qamar Ul Islam,Qamar Ul Islam,INC,ಕಾಂಗ್ರೆಸ್ (INC),50498,48.2,Nasir Hussain Ustad,Nasir Hussain Ustad,KJP,KJP,30377,20121,#1f77b4
2013,46,Alland,ಆಳಂದ,alland,alland_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Bhojaraj Ramchandra,ಭೋಜರಾಜ್ Ramchandra,KJP,KJP,67085,50.7,Subhash Rukmaiah,Subhash Rukmaiah,JD(S),ಜೆಡಿಎಸ್ (JD-S),49971,17114,#64748b
2013,47,Basavakalyan,ಬಸವಕಲ್ಯಾಣ,basavakalyan,basavakalyan_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mallikarjun Sidramappa Khuba,ಮಲ್ಲಿಕಾರ್ಜುನ್ Sidramappa Khuba,JD(S),ಜೆಡಿಎಸ್ (JD-S),37494,29.7,B. Narayanrao,ಬಿ. Narayanrao,INC,ಕಾಂಗ್ರೆಸ್ (INC),21601,15893,#31a354
2013,48,Humnabad,ಹುಮ್ನಾಬಾದ್,humnabad,humnabad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Rajashekhar Basavaraj Patil,Rajashekhar ಬಸವರಾಜ್ ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),64694,47.6,M. Naseenoddin Patel,ಎಂ. Naseenoddin Patel,JD(S),ಜೆಡಿಎಸ್ (JD-S),40194,24500,#1f77b4
2013,49,Bidar South,ಬೀದರ್ ದಕ್ಷಿಣ,bidarsouth,bidar_south_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ashok Kheny,Ashok Kheny,KMP,KMP,47763,38.3,Bandeppa Khashempur,Bandeppa Khashempur,JD(S),ಜೆಡಿಎಸ್ (JD-S),31975,15788,#64748b
2013,50,Bidar,ಬೀದರ್,bidar,bidar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gurupadappa Nagamarpalli,Gurupadappa Nagamarpalli,KJP,KJP,50718,44.9,Raheem Khan,Raheem Khan,INC,ಕಾಂಗ್ರೆಸ್ (INC),48147,2571,#64748b
2013,51,Bhalki,ಭಾಲ್ಕಿ,bhalki,bhalki_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Eshwara S/O Bhimanna Khandre,Eshwara ಎಸ್. ಓ. Bhimanna Khandre,INC,ಕಾಂಗ್ರೆಸ್ (INC),58012,39.4,Sidram S/O Dhulappa,Sidram ಎಸ್. ಓ. Dhulappa,KJP,KJP,48343,9669,#1f77b4
2013,52,Aurad,ಔರಾದ್,aurad,aurad_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Prabhu B. Chavan,ಪ್ರಭು ಬಿ. ಚವಾಣ್,BJP,ಬಿಜೆಪಿ (BJP),61826,47.9,Dhanaji Bheema Jadhav,Dhanaji Bheema Jadhav,KJP,KJP,38635,23191,#ff7f0e
2013,53,Raichur Rural,ರಾಯಚೂರು ಗ್ರಾಮಾಂತರ,raichurrural,raichur_rural_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),Thipparaju,Thipparaju,BJP,ಬಿಜೆಪಿ (BJP),50497,37.5,Raja Rayappa Naik,Raja Rayappa ನಾಯಕ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),47227,3270,#ff7f0e
2013,54,Raichur,ರಾಯಚೂರು,raichur,raichur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr. Shivaraj Patil S.,ಡಾ. Shivaraj ಪಾಟೀಲ್ ಎಸ್.,JD(S),ಜೆಡಿಎಸ್ (JD-S),45263,45.6,Syed Yasin,Syed Yasin,INC,ಕಾಂಗ್ರೆಸ್ (INC),37392,7871,#31a354
2013,55,Manvi,ಮಾನ್ವಿ,manvi,manvi_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),G.Hampayya Sahukar Ballatagi,ಜಿ. Hampayya Sahukar Ballatagi,INC,ಕಾಂಗ್ರೆಸ್ (INC),50619,41.5,Raja Venkatappa Nayak,Raja Venkatappa Nayak,JD(S),ಜೆಡಿಎಸ್ (JD-S),43632,6987,#1f77b4
2013,56,Devadurga,ದೇವದುರ್ಗ,devadurga,devadurga_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),A. Venkatesh Naik,ಎ. Venkatesh ನಾಯಕ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),62070,48.7,Arakera K Shivanagouda Nayak,Arakera ಕೆ. Shivanagouda Nayak,BJP,ಬಿಜೆಪಿ (BJP),58370,3700,#1f77b4
2013,57,Lingsugur,Lingsugur,lingsugur,lingsugur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Manappa D.Vajjal,Manappa ಡಿ. Vajjal,JD(S),ಜೆಡಿಎಸ್ (JD-S),31737,24.5,D.S.Hoolageri,ಡಿ. ಎಸ್. Hoolageri,INC,ಕಾಂಗ್ರೆಸ್ (INC),30451,1286,#31a354
2013,58,Sindhanur,ಸಿಂಧನೂರು,sindhanur,sindhanur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Badarli Hampanagouda,Badarli Hampanagouda,INC,ಕಾಂಗ್ರೆಸ್ (INC),49213,33.9,K.Kariyappa,ಕೆ. Kariyappa,BSRCP,BSRCP,36197,13016,#1f77b4
2013,59,Maski,ಮಾಸ್ಕಿ,maski,maski_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),Pratapgowda Patil,Pratapgowda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),45552,43.1,Mahadevappa Gowda,ಮಹಾದೇವಪ್ಪ ಗೌಡ,KJP,KJP,26405,19147,#1f77b4
2013,60,Kushtagi,ಕುಷ್ಟಗಿ,kushtagi,kushtagi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Doddanagouda Hanamagouda Patil,Doddanagouda Hanamagouda ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),44007,31.8,Amaregouda Linganagouda Patil Bayyapur,Amaregouda Linganagouda ಪಾಟೀಲ್ Bayyapur,INC,ಕಾಂಗ್ರೆಸ್ (INC),40970,3037,#ff7f0e
2013,61,Kanakagiri,ಕನಕಗಿರಿ,kanakagiri,kanakagiri_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Shivaraj Sangappa Tangadagi,Shivaraj ಸಂಗ್ಲಪ್ಪ Tangadagi,INC,ಕಾಂಗ್ರೆಸ್ (INC),49451,36.5,Basavaraj Dadhesuguru,ಬಸವರಾಜ್ Dadhesuguru,KJP,KJP,44399,5052,#1f77b4
2013,62,Gangavathi,ಗಂಗಾವತಿ,gangavathi,gangavathi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Iqbal Ansari,Iqbal Ansari,JD(S),ಜೆಡಿಎಸ್ (JD-S),60303,48.1,Paranna Eshwarappa Munavalli,Paranna ಈಶ್ವರಪ್ಪ Munavalli,BJP,ಬಿಜೆಪಿ (BJP),30514,29789,#31a354
2013,63,Yelburga,ಯಲಬುರ್ಗಾ,yelburga,yelburga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj Rayaraddy,ಬಸವರಾಜ್ Rayaraddy,INC,ಕಾಂಗ್ರೆಸ್ (INC),52388,38.3,Achar Halappa Basappa,Achar Halappa Basappa,BJP,ಬಿಜೆಪಿ (BJP),35488,16900,#1f77b4
2013,64,Koppal,ಕೊಪ್ಪಳ,koppal,koppal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K.Raghavendra Basavaraj Hitnal,ಕೆ. Raghavendra ಬಸವರಾಜ್ Hitnal,INC,ಕಾಂಗ್ರೆಸ್ (INC),81062,53.5,Karadi Sanganna Amarappa,Karadi Sanganna Amarappa,BJP,ಬಿಜೆಪಿ (BJP),54274,26788,#1f77b4
2013,65,Shirahatti,ಶಿರಹಟ್ಟಿ,shirahatti,shirahatti_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Doddamani Ramakrishna Shidlingappa,Doddamani Ramakrishna Shidlingappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),44738,34.1,Ramappa Sobeppa Lamani,Ramappa Sobeppa Lamani,BJP,ಬಿಜೆಪಿ (BJP),44423,315,#1f77b4
2013,66,Gadag,ಗದಗ,gadag,gadag_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H K Patil,ಎಚ್. ಕೆ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),70475,51.7,Anil Prakashbabu Mensinkai,Anil Prakashbabu Mensinkai,BSRCP,BSRCP,36748,33727,#1f77b4
2013,67,Ron,ರೋಣ,ron,ron_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gurupadagouda Sanganagouda Patil,Gurupadagouda Sanganagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),74593,51.1,Kalakappa Gurushanthappa Bandi,Kalakappa Gurushanthappa Bandi,BJP,ಬಿಜೆಪಿ (BJP),56366,18227,#1f77b4
2013,68,Naragund,Naragund,naragund,naragund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B R Yavagal,ಬಿ. ಆರ್. Yavagal,INC,ಕಾಂಗ್ರೆಸ್ (INC),59620,46.3,C C Patil,ಸಿ. ಸಿ. ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),51035,8585,#1f77b4
2013,69,Navalgund,ನವಲಗುಂದ,navalgund,navalgund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,N.H.Konaraddi,ಎನ್. ಎಚ್. Konaraddi,JD(S),ಜೆಡಿಎಸ್ (JD-S),44448,32.4,Patil Munenakoppa Shankar,ಪಾಟೀಲ್ Munenakoppa Shankar,BJP,ಬಿಜೆಪಿ (BJP),41779,2669,#31a354
2013,70,Kundgol,ಕುಂದಗೋಳ,kundgol,kundgol_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Channabasappa Satyappa Shivalli,Channabasappa Satyappa Shivalli,INC,ಕಾಂಗ್ರೆಸ್ (INC),52690,40.7,Chikkangoudra Siddangouda Ishwargoud,Chikkangoudra Siddangouda Ishwargoud,KJP,KJP,31618,21072,#1f77b4
2013,71,Dharwad,ಧಾರವಾಡ,dharwad,dharwad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vinay Kulkarni,Vinay Kulkarni,INC,ಕಾಂಗ್ರೆಸ್ (INC),53453,40.2,Amrut Ayyappa Desai,Amrut Ayyappa ದೇಸಾಯಿ,JD(S),ಜೆಡಿಎಸ್ (JD-S),35133,18320,#1f77b4
2013,72,Hubli-Dharwad-East,Hubli Dharwad East,hublidharwadeast,hublidharwadeast_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Abbayya Prasad,Abbayya Prasad,INC,ಕಾಂಗ್ರೆಸ್ (INC),42353,38.8,Veerabhadrappa Halaharavi,Veerabhadrappa Halaharavi,BJP,ಬಿಜೆಪಿ (BJP),28831,13522,#1f77b4
2013,73,Hubli-Dharwad Central,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಕೇಂದ್ರ,hublidharwadcentral,hublidharwad_central_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jagadish Shettar,Jagadish ಶೆಟ್ಟರ್,BJP,ಬಿಜೆಪಿ (BJP),58201,49.6,Dr. Mahesh Nalwad,ಡಾ. Mahesh Nalwad,INC,ಕಾಂಗ್ರೆಸ್ (INC),40447,17754,#ff7f0e
2013,74,Hubli-Dharwad- West,Hubli Dharwad West,hublidharwadwest,hublidharwad_west_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Aravind Chandrakant Bellad,Aravind Chandrakant Bellad,BJP,ಬಿಜೆಪಿ (BJP),42003,33.1,S. R. Morey,ಎಸ್. ಆರ್. Morey,INC,ಕಾಂಗ್ರೆಸ್ (INC),30821,11182,#ff7f0e
2013,75,Kalghatgi,ಕಲಘಟಗಿ,kalghatgi,kalghatgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Santhosh S Lad,Santhosh ಎಸ್. Lad,INC,ಕಾಂಗ್ರೆಸ್ (INC),76802,58.4,Nimbannavar Channappa Mallappa,Nimbannavar Channappa Mallappa,KJP,KJP,31141,45661,#1f77b4
2013,76,Haliyal,ಹಳಿಯಾಳ,haliyal,haliyal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Deshpande. R. V.,Deshpande ಆರ್. ವಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),55005,45.8,Sunil Hegade,Sunil Hegade,JD(S),ಜೆಡಿಎಸ್ (JD-S),49066,5939,#1f77b4
2013,77,Karwar,ಕಾರವಾರ,karwar,karwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Santeesh Sail Krishna,Santeesh Sail Krishna,IND,ಪಕ್ಷೇತರ (IND),80727,55.5,Asnotikar Anand Vasant,Asnotikar ಆನಂದ್ Vasant,BJP,ಬಿಜೆಪಿ (BJP),44847,35880,#7f7f7f
2013,78,Kumta,ಕುಮಟಾ,kumta,kumta_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sharda Mohan Shetty,Sharda Mohan Shetty,INC,ಕಾಂಗ್ರೆಸ್ (INC),36756,29.6,Dinakar Keshav Shetty,Dinakar Keshav Shetty,JD(S),ಜೆಡಿಎಸ್ (JD-S),36336,420,#1f77b4
2013,79,Bhatkal,ಭಟ್ಕಳ,bhatkal,bhatkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mankala Subba Vaidya,Mankala Subba Vaidya,IND,ಪಕ್ಷೇತರ (IND),37319,27.7,Enayathullah Shabandri,Enayathullah Shabandri,JD(S),ಜೆಡಿಎಸ್ (JD-S),27435,9884,#7f7f7f
2013,80,Sirsi,ಶಿರಸಿ,sirsi,sirsi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Anant Kageri Vishweshwar Hegde,Anant Kageri Vishweshwar ಹೆಗಡೆ,BJP,ಬಿಜೆಪಿ (BJP),42854,32.7,Ayyappanagar Deepak Honnavar,Ayyappanagar Deepak Honnavar,INC,ಕಾಂಗ್ರೆಸ್ (INC),39795,3059,#ff7f0e
2013,81,Yellapur,ಯಲ್ಲಾಪುರ,yellapur,yellapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Arbail Shivaram Hebbar,Arbail Shivaram Hebbar,INC,ಕಾಂಗ್ರೆಸ್ (INC),58025,48.1,Patil Veerabhadragouda Shivanagouda,ಪಾಟೀಲ್ Veerabhadragouda Shivanagouda,BJP,ಬಿಜೆಪಿ (BJP),33533,24492,#1f77b4
2013,82,Hanagal,Hanagal,hanagal,hanagal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Manohar H. Tahashildar,Manohar ಎಚ್. Tahashildar,INC,ಕಾಂಗ್ರೆಸ್ (INC),66324,45.9,Udasi C.M,Udasi ಸಿ. ಎಂ.,KJP,KJP,60638,5686,#1f77b4
2013,83,Shiggaon,ಶಿಗ್ಗಾಂವಿ,shiggaon,shiggaon_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj Bommai,ಬಸವರಾಜ್ ಬೊಮ್ಮಾಯಿ,BJP,ಬಿಜೆಪಿ (BJP),73007,48.6,Khadri Sayed Azimpeer Sayed Kaderbasha,Khadri Sayed Azimpeer Sayed Kaderbasha,INC,ಕಾಂಗ್ರೆಸ್ (INC),63504,9503,#ff7f0e
2013,84,Haveri,ಹಾವೇರಿ,haveri,haveri_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Rudrappa Manappa Lamani,Rudrappa Manappa Lamani,INC,ಕಾಂಗ್ರೆಸ್ (INC),83119,55.2,Neharu Olekara,Neharu Olekara,KJP,KJP,52911,30208,#1f77b4
2013,85,Byadgi,ಬ್ಯಾಡಗಿ,byadgi,byadgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj Neelappa Shivannanavar,ಬಸವರಾಜ್ Neelappa Shivannanavar,INC,ಕಾಂಗ್ರೆಸ್ (INC),57707,38.5,Shivaraj Sajjanar,Shivaraj Sajjanar,KJP,KJP,44348,13359,#1f77b4
2013,86,Hirekerur,ಹಿರೇಕೆರೂರು,hirekerur,hirekerur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,U. B. Banakar,ಯು. ಬಿ. Banakar,KJP,KJP,52623,39.6,B.C.Patil,ಬಿ. ಸಿ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),50017,2606,#64748b
2013,87,Ranibennur,ರಾಣೆಬೆನ್ನೂರು,ranibennur,ranibennur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Koliwad K.B,Koliwad ಕೆ. ಬಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),53780,33.8,R.Shankar,ಆರ್. Shankar,IND,ಪಕ್ಷೇತರ (IND),46992,6788,#1f77b4
2013,88,Hadagalli,ಹೂವಿನಹಡಗಲಿ,hadagalli,hadagalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),P.T.Parameshwaranaik,ಪಿ. ಟಿ. Parameshwaranaik,INC,ಕಾಂಗ್ರೆಸ್ (INC),59336,51.1,B.Chandranaik,ಬಿ. Chandranaik,BJP,ಬಿಜೆಪಿ (BJP),18526,40810,#1f77b4
2013,89,Hagaribommanahalli,ಹಗರಿಬೊಮ್ಮನಹಳ್ಳಿ,hagaribommanahalli,hagaribommanahalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Bheemanaik Lbp,Bheemanaik Lbp,JD(S),ಜೆಡಿಎಸ್ (JD-S),51972,35.9,K Nemaraja Naik,ಕೆ. Nemaraja ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),51847,125,#31a354
2013,90,Vijayanagara,ವಿಜಯನಗರ,vijayanagara,vijayanagara_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Anand Singh,ಆನಂದ್ Singh,BJP,ಬಿಜೆಪಿ (BJP),69995,56.1,H.Abdul Wahab,ಎಚ್. Abdul Wahab,INC,ಕಾಂಗ್ರೆಸ್ (INC),39358,30637,#ff7f0e
2013,91,Kampli,ಕಂಪ್ಲಿ,kampli,kampli_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),T.H. Suresh Babu,ಟಿ. ಎಚ್. Suresh Babu,BSRCP,BSRCP,70858,50.5,J.N. Ganesh,ಜೆ. ಎನ್. ಗಣೇಶ್,IND,ಪಕ್ಷೇತರ (IND),36462,34396,#64748b
2013,92,Siruguppa,ಸಿರುಗುಪ್ಪ,siruguppa,siruguppa_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),B.M. Nagaraja,ಬಿ. ಎಂ. Nagaraja,INC,ಕಾಂಗ್ರೆಸ್ (INC),65490,51.7,M.S. Somalingappa,ಎಂ. ಎಸ್. Somalingappa,BJP,ಬಿಜೆಪಿ (BJP),43676,21814,#1f77b4
